	12A01	12A06	12A08	12A09	12A10	12A11	12B02	12B04	12B05	12B08	12B09	12B10	12B11	12C02	12C05	12C09	12C11	12D05	12D07	12D08	12D09	12D11	12D12	12E02	12E04	12E05	12E06	12E10	12E11	12E12	12F02	12F03	12F04	12F05	12F06	12F08	12F10	12F11	12F12	12G01	12G02	12G03	12G04	12G05	12G06	12G07	12G08	12G09	12G10	12G11	12G12	12H01	12H02	12H04	12H05	12H08	12H09	12H10	12H11	13A01	13A02	13A03	13A04	13A08	13A10	13A11	13B01	13B03	13B07	13B10	13B11	13B12	13C01	13C04	13C05	13C10	13C12	13D01	13D03	13D07	13D09	13D11	13D12	13E02	13E04	13E05	13E06	13E07	13E09	13E10	13F02	13F04	13F08	13F11	13G02	13G04	13G07	13G08	13G10	13G12	13H02	13H04	13H05	13H06	13H11	13H12	14A03	14A04	14A06	14A07	14A10	14A11	14A12	14B06	14B08	14B10	14B11	14B12	14C01	14C02	14C03	14C04	14C05	14C06	14C07	14C08	14C09	14C10	14C11	14D03	14D07	14D09	14D12	14E01	14E02	14E03	14E04	14E05	14E06	14E07	14F04	14F05	14F06	14F08	14F09	14F10	14F11	14G02	14G03	14G04	14G06	14G09	14G10	14G12	14H02	14H05	14H06	14H08	14H09	14H11	1A03	1A05	1A09	1A11	1A12	1B01	1B02	1B03	1B07	1B09	1B10	1B11	1C01	1C02	1C03	1C04	1C05	1C07	1C09	1D01	1D02	1D07	1D08	1D09	1D10	1D12	1E01	1E07	7G11
13B07	22	30	15	15	18	10	15	17	22	28	122	31	14	10	12	13	9	13	11	14	9	12	12	10	12	12	17	9	8	10	10	11	38	17	9	19	9	10	9	72	46	8	9	11	8	11	9	8	11	15	120	10	8	11	5	51	9	12	14	8	11	7	10	7	12	10	10	9	0	10	87	20	7	6	9	9	10	10	13	10	9	10	11	8	10	12	15	12	12	15	6	12	8	9	11	17	11	9	10	10	9	10	10	10	8	10	11	7	10	12	11	24	12	8	9	7	8	10	10	10	10	66	9	11	49	12	72	14	15	6	58	9	12	8	15	10	7	9	11	8	18	9	8	10	10	9	10	13	8	13	12	10	9	15	8	9	14	9	10	10	9	10	10	8	9	9	6	8	12	10	10	9	12	14	17	14	12	18	12	14	12	10	9	10	9	12	10	10	15
13B10	20	28	13	13	16	8	17	15	20	26	122	27	12	8	8	11	7	11	7	12	5	8	10	6	10	10	15	5	6	8	10	13	42	15	9	21	11	16	11	74	46	10	11	9	8	11	9	8	7	15	114	6	8	7	7	47	9	10	12	8	11	9	8	9	14	12	10	9	10	0	83	20	9	8	11	11	8	8	11	12	15	10	13	10	12	12	21	10	10	13	8	10	8	9	15	15	13	9	8	8	7	10	10	10	10	10	11	11	10	12	11	24	10	10	11	9	8	10	8	8	10	64	7	9	47	10	70	12	17	8	56	9	14	8	13	10	9	9	11	10	16	9	8	10	10	9	8	11	10	13	16	8	11	13	8	9	12	9	8	8	11	8	8	6	7	9	6	6	10	10	10	9	12	12	15	12	10	18	12	12	10	10	9	10	9	10	10	10	13
13B11	95	81	86	84	83	83	88	90	89	79	71	78	85	81	87	84	86	84	88	83	86	85	85	85	85	91	84	86	87	83	81	84	79	86	84	84	86	89	86	101	89	83	84	88	83	84	84	83	84	80	87	83	85	82	86	74	86	85	83	83	86	84	83	84	89	79	81	82	87	83	0	87	86	83	84	82	83	83	84	85	82	81	84	83	85	87	94	83	83	82	83	85	83	84	86	90	88	84	83	85	82	83	81	85	79	81	80	80	83	89	84	85	85	85	86	84	83	89	83	83	87	73	84	84	80	85	59	83	96	87	85	86	91	85	82	87	86	84	82	85	85	84	83	85	85	84	83	80	83	88	87	83	84	78	85	86	87	86	85	85	84	83	83	85	86	88	85	85	87	89	87	88	87	85	90	83	85	93	85	83	85	89	88	89	88	85	87	85	84
13B12	28	30	15	15	22	14	23	21	24	32	118	33	18	14	18	17	19	17	19	16	17	16	16	18	16	20	25	17	18	14	14	25	50	21	19	31	23	24	23	72	50	16	21	17	18	17	17	18	17	17	114	16	18	15	17	47	17	16	16	18	17	19	14	19	16	14	18	15	20	20	87	0	15	16	15	15	14	14	17	18	19	16	13	16	20	18	23	14	16	17	18	16	14	15	15	13	15	15	14	16	13	16	16	16	16	16	17	17	14	16	15	24	16	14	13	13	12	16	14	14	18	66	15	15	45	16	68	16	21	16	58	15	14	16	19	14	15	15	17	16	22	15	14	14	14	13	12	17	16	17	14	14	17	17	14	15	18	17	16	14	15	14	14	16	17	19	16	16	16	20	18	17	14	16	15	16	14	18	16	14	14	18	19	16	19	14	16	14	19
13C01	21	23	8	8	13	5	14	12	15	21	119	24	7	5	7	6	4	6	8	7	4	5	5	7	5	9	14	4	5	7	7	12	39	10	8	20	10	13	10	71	43	5	8	8	5	6	6	5	6	10	115	5	3	6	6	44	2	5	7	9	4	8	5	8	13	9	9	4	7	9	86	15	0	3	4	4	5	3	6	5	10	5	10	5	7	5	16	5	5	8	5	5	3	2	8	12	6	4	5	5	4	5	7	5	7	5	8	6	5	7	4	19	5	3	4	2	3	7	5	5	5	59	6	6	42	7	65	7	12	3	51	6	9	5	8	5	6	6	8	3	11	4	3	5	3	4	5	8	5	8	9	5	6	8	5	4	11	4	7	7	4	3	5	5	6	4	3	5	9	5	7	6	5	7	12	7	5	13	7	9	7	7	4	7	4	7	5	5	8
13C04	18	24	9	9	12	4	13	13	16	22	118	25	8	4	8	7	5	7	7	8	5	6	6	6	6	8	13	5	4	6	6	9	38	11	7	17	7	12	9	68	40	2	5	7	2	5	3	2	5	9	114	4	2	5	5	45	5	6	8	6	5	5	4	5	10	6	6	3	6	8	83	16	3	0	7	5	4	4	7	4	7	4	7	4	6	6	15	6	6	9	4	6	2	3	7	11	7	3	4	6	3	4	6	4	4	6	7	3	4	10	5	22	6	4	5	3	4	6	4	4	6	60	5	5	43	8	66	8	13	4	54	5	10	4	9	8	7	5	7	6	12	3	2	4	6	3	4	7	2	9	10	4	3	9	6	7	10	5	6	6	5	4	4	4	5	5	2	4	8	6	6	5	8	8	11	8	6	12	8	8	6	6	5	6	5	6	4	4	9
13C05	23	23	8	8	13	5	12	12	15	19	117	24	7	5	7	6	8	6	10	7	6	7	5	9	3	13	18	6	9	7	5	14	37	8	10	22	12	15	10	73	47	7	10	12	9	10	10	9	8	10	115	7	7	8	8	44	6	5	7	9	6	10	5	10	15	7	9	4	9	11	84	15	4	7	0	4	5	3	6	7	10	5	8	7	9	9	18	5	5	8	7	5	5	4	10	12	8	6	5	5	4	7	5	7	5	3	6	6	7	7	6	19	5	5	6	4	3	11	5	5	9	59	6	6	40	7	65	7	16	7	51	8	11	7	8	5	8	8	6	5	11	6	5	7	3	6	5	8	7	8	9	5	8	8	5	4	11	6	7	7	6	3	5	7	8	8	7	7	11	9	11	10	5	5	12	7	5	15	7	9	7	11	8	11	8	7	9	7	8
13C10	21	23	8	8	13	5	14	12	15	21	115	24	7	5	7	6	8	6	10	7	6	7	5	9	5	13	18	6	9	7	7	14	37	10	12	22	12	15	10	71	45	5	10	12	7	8	8	7	8	8	115	7	5	8	6	44	6	5	7	9	6	10	5	10	15	7	9	2	9	11	82	15	4	5	4	0	5	3	6	5	10	3	8	9	11	9	18	5	5	8	9	5	5	4	8	12	8	6	5	5	4	7	7	7	5	5	8	6	7	7	6	19	5	5	6	4	3	11	5	5	9	59	6	6	42	7	65	7	16	7	51	8	11	7	8	5	8	8	8	5	11	6	5	7	3	6	5	8	5	8	11	5	6	8	5	4	11	6	7	7	6	3	5	7	8	8	7	7	11	9	11	10	5	7	12	7	5	15	7	9	7	11	8	11	8	7	9	7	8
13C12	20	22	7	7	10	2	11	11	14	20	118	23	6	2	6	5	7	5	7	6	5	6	2	6	4	10	15	5	6	4	4	11	38	9	9	21	9	14	11	70	44	4	9	9	6	9	7	6	5	9	112	4	6	5	7	43	7	4	6	8	5	9	2	9	12	6	6	3	10	8	83	14	5	4	5	5	0	2	5	4	9	4	7	6	8	8	17	4	4	7	6	4	2	3	7	7	7	1	2	2	1	4	4	4	4	4	3	5	4	6	5	18	4	4	3	3	2	6	2	2	8	58	3	3	41	6	64	6	13	6	52	5	8	4	7	6	7	5	3	6	10	1	2	4	2	3	2	3	2	5	8	0	3	7	2	3	6	5	2	2	3	2	2	2	3	5	4	2	6	6	6	7	6	6	9	6	4	10	6	6	4	6	5	8	5	2	6	4	7
13D01	20	20	5	5	10	2	11	9	12	18	116	21	4	2	4	3	5	3	7	4	3	4	2	6	2	10	15	3	6	4	4	13	36	7	9	21	11	16	9	70	44	4	9	9	6	7	7	6	5	7	112	4	4	5	7	41	5	2	4	8	3	9	2	9	14	6	8	1	10	8	83	14	3	4	3	3	2	0	3	4	9	2	7	6	8	6	19	2	2	5	6	2	2	1	9	9	7	3	2	2	1	4	4	4	4	2	5	5	4	6	3	18	2	4	5	3	2	8	2	2	6	56	3	3	39	4	62	4	15	6	50	5	10	4	5	4	7	5	5	4	8	3	2	4	2	3	2	5	4	5	10	2	5	5	4	3	8	3	4	4	5	0	2	4	5	5	4	4	8	6	8	7	4	4	9	4	2	12	6	6	4	8	5	8	5	4	6	4	5
13D03	21	17	6	4	11	3	14	10	11	15	115	24	5	5	5	4	6	4	8	7	6	7	5	9	3	11	16	6	9	7	7	16	37	8	12	24	14	19	12	71	43	5	12	12	9	10	10	9	8	10	109	7	7	8	10	38	8	3	5	11	4	12	5	12	17	9	11	4	13	11	84	17	6	7	6	6	5	3	0	7	12	5	10	9	9	9	22	3	1	6	9	3	5	4	12	12	8	6	3	5	4	7	5	5	7	5	8	8	7	9	4	21	3	7	8	6	5	11	3	3	7	55	4	4	40	5	61	5	18	7	49	6	13	5	4	5	10	6	8	7	9	6	5	5	5	6	5	6	7	8	13	5	8	6	7	6	11	4	5	7	8	3	3	7	6	6	7	7	11	7	11	8	5	5	10	3	3	13	7	7	5	9	6	9	6	5	7	5	6
13D07	22	24	9	9	14	6	15	13	16	22	118	25	8	6	8	7	7	7	11	8	7	8	4	10	6	12	17	7	8	8	8	11	38	11	11	21	9	14	11	70	44	4	9	11	6	7	7	6	9	9	116	8	4	9	9	45	7	6	8	10	3	9	6	9	12	8	8	3	10	12	85	18	5	4	7	5	4	4	7	0	9	4	9	8	10	8	17	6	6	9	8	6	4	3	7	11	9	3	6	4	5	6	8	6	6	6	7	5	4	8	5	20	6	6	5	5	6	8	6	6	8	60	7	7	43	8	66	8	15	8	54	7	10	6	9	8	9	7	7	6	12	3	4	6	4	5	6	7	2	7	10	4	3	9	6	5	10	5	6	6	5	4	6	6	7	5	6	6	10	6	8	9	8	8	13	8	6	12	10	10	8	8	5	10	5	6	8	6	9
13D09	25	29	14	14	17	9	12	16	21	27	117	30	13	7	13	12	12	12	14	13	12	13	11	13	11	15	20	12	11	9	7	12	39	16	10	20	10	15	12	69	45	7	8	10	7	10	8	7	10	12	117	9	9	12	10	50	10	11	13	9	10	8	7	8	11	7	9	8	9	15	82	19	10	7	10	10	9	9	12	9	0	9	8	7	9	11	16	11	11	14	7	11	7	8	10	14	12	8	9	11	8	7	7	9	5	7	8	4	9	13	10	27	11	9	10	8	9	13	9	9	13	63	10	10	46	13	69	13	18	11	59	10	15	9	14	13	12	10	8	11	17	8	7	7	11	8	7	12	7	12	9	9	8	14	11	12	15	10	11	9	10	9	9	11	12	12	9	11	15	13	13	12	13	13	14	13	11	15	13	13	9	13	12	11	12	11	11	9	14
13D11	20	22	7	7	12	4	13	11	14	20	116	23	6	4	6	5	7	5	9	6	5	6	4	8	4	12	17	5	8	6	6	13	36	9	11	21	11	16	9	70	44	4	9	11	6	7	7	6	7	7	114	6	4	7	7	43	7	4	6	8	5	9	4	9	14	6	8	1	10	10	81	16	5	4	5	3	4	2	5	4	9	0	7	8	10	8	19	4	4	7	8	4	4	3	9	11	9	5	4	4	3	6	6	6	4	4	7	5	6	8	5	20	4	6	7	5	4	10	4	4	8	56	5	5	41	6	62	6	17	8	50	7	12	6	7	6	9	7	7	6	10	5	4	6	4	5	4	7	4	7	12	4	5	7	6	5	10	5	6	6	7	2	4	6	7	7	6	6	10	8	10	9	6	6	11	6	4	14	8	8	6	10	7	10	7	6	8	6	7
13D12	23	27	12	12	15	7	14	14	19	25	119	28	11	7	11	10	12	10	12	11	10	11	9	11	9	15	20	10	11	7	7	14	39	14	12	22	12	17	12	69	45	7	10	10	9	12	10	9	10	12	117	9	9	10	10	48	12	9	11	7	10	8	7	10	11	7	9	6	11	13	84	13	10	7	8	8	7	7	10	9	8	7	0	7	11	11	14	9	9	12	9	9	7	8	10	12	12	8	7	9	6	9	7	9	5	7	8	6	9	13	10	25	9	9	10	8	7	11	7	7	13	63	8	8	46	11	69	11	18	11	57	10	13	9	12	11	12	10	8	11	15	8	7	7	9	8	5	10	7	12	9	7	8	12	9	10	11	10	9	7	10	7	7	9	10	12	9	9	11	13	11	10	11	11	12	11	9	15	11	11	7	13	12	11	12	9	11	9	12
13E02	22	26	11	11	14	6	11	13	18	24	118	27	10	4	10	9	7	9	9	10	7	8	8	8	8	10	15	7	6	8	4	9	38	13	5	17	7	12	9	72	44	6	5	5	4	7	5	4	5	11	116	4	6	7	9	47	5	8	10	4	7	3	6	5	8	6	6	7	8	10	83	16	5	4	7	9	6	6	9	8	7	8	7	0	4	4	13	8	8	11	2	8	4	5	11	13	9	5	6	8	5	4	4	6	4	4	5	3	6	12	7	24	8	6	7	5	6	6	6	6	8	62	7	7	45	10	68	10	15	6	56	7	10	6	11	10	9	7	5	8	14	5	4	6	8	5	6	9	6	11	6	6	7	11	8	9	10	7	8	8	7	6	6	6	7	7	4	6	8	8	6	5	10	10	13	10	8	14	10	10	8	8	7	8	7	8	6	6	11
13E04	20	26	11	11	12	6	11	15	18	24	118	29	8	6	10	9	9	9	9	12	9	10	10	10	8	10	15	9	8	10	6	11	40	11	7	19	9	14	11	72	44	6	7	9	6	9	7	6	7	13	114	6	8	9	11	47	7	8	10	8	7	7	8	7	12	8	8	9	10	12	85	20	7	6	9	11	8	8	9	10	9	10	11	4	0	6	17	8	8	11	4	6	6	7	11	15	9	7	6	10	7	4	4	6	6	6	7	5	8	14	7	26	8	8	9	7	8	10	6	6	8	62	7	7	45	10	68	10	17	6	56	7	14	6	11	10	11	7	7	10	14	7	6	6	10	7	8	11	8	13	10	8	9	13	10	11	14	7	8	10	9	8	6	8	7	7	6	8	12	8	10	7	10	10	13	10	8	14	10	10	8	8	7	8	7	8	6	6	11
13E05	24	26	11	11	14	8	15	13	18	24	118	27	8	6	10	9	7	9	11	10	7	8	8	10	8	12	17	7	8	10	8	13	40	11	9	21	11	16	11	70	44	8	9	7	6	7	7	6	7	11	116	6	6	9	11	47	5	8	10	8	7	7	8	9	12	10	10	7	12	12	87	18	5	6	9	9	8	6	9	8	11	8	11	4	6	0	17	8	8	11	6	6	6	5	11	15	9	7	8	8	7	4	8	8	8	6	9	7	8	12	7	24	8	8	9	7	8	8	8	8	6	62	9	9	45	10	68	10	15	8	56	9	12	8	11	10	11	9	7	8	14	7	6	8	8	7	8	11	8	11	8	8	9	11	10	9	12	7	10	10	9	6	8	8	9	7	6	8	10	8	8	7	10	10	15	10	8	16	12	12	10	10	7	10	7	10	8	8	11
13E06	33	39	24	24	27	19	24	26	31	37	129	40	23	17	21	22	18	22	20	23	18	21	19	19	21	19	26	18	17	19	17	16	47	26	16	24	14	17	18	79	55	17	16	16	15	18	16	15	18	22	129	17	17	20	18	60	16	21	23	13	20	12	19	14	11	17	15	18	15	21	94	23	16	15	18	18	17	19	22	17	16	19	14	13	17	17	0	21	21	24	13	21	17	18	14	18	20	16	19	17	18	17	17	19	15	17	16	14	19	19	20	31	21	17	16	16	17	15	19	19	19	75	18	20	58	21	81	23	14	15	67	18	19	17	24	19	18	18	16	19	27	16	17	17	17	18	17	20	15	18	13	17	16	24	15	16	19	18	17	15	16	19	19	15	16	16	15	15	17	17	13	16	19	23	22	23	19	19	21	23	19	17	16	17	16	19	19	19	24
13E07	20	18	5	3	10	2	13	9	12	18	116	23	4	4	4	3	7	3	7	4	5	4	4	8	2	10	13	5	8	6	6	15	38	7	9	21	13	18	11	72	46	4	11	11	8	7	9	8	7	7	110	6	6	5	9	39	7	2	2	10	3	11	4	11	16	6	8	3	12	10	83	14	5	6	5	5	4	2	3	6	11	4	9	8	8	8	21	0	2	5	8	2	4	3	9	11	7	5	2	4	3	6	4	4	6	4	7	7	4	8	3	18	2	6	7	5	4	10	2	2	4	56	3	3	39	2	62	2	17	6	50	5	12	4	5	4	7	3	7	6	8	5	4	4	4	5	4	7	6	7	12	4	7	5	6	5	10	3	4	6	7	2	2	6	5	5	6	6	10	6	10	7	4	4	9	4	2	12	6	4	4	8	5	8	5	4	6	4	5
13E09	20	18	5	5	10	2	13	9	10	16	116	23	4	4	4	3	5	3	7	6	5	6	4	8	2	10	15	5	8	6	6	15	36	7	11	23	13	18	11	70	44	4	11	11	8	9	9	8	7	9	110	6	6	7	9	39	7	2	4	10	3	11	4	11	16	8	10	3	12	10	83	16	5	6	5	5	4	2	1	6	11	4	9	8	8	8	21	2	0	5	8	2	4	3	11	11	7	5	2	4	3	6	4	4	6	4	7	7	6	8	3	20	2	6	7	5	4	10	2	2	6	54	3	3	39	4	60	4	17	6	48	5	12	4	3	4	9	5	7	6	8	5	4	4	4	5	4	5	6	7	12	4	7	5	6	5	10	3	4	6	7	2	2	6	5	5	6	6	10	6	10	7	4	4	9	2	2	12	6	6	4	8	5	8	5	4	6	4	5
13E10	23	23	8	8	13	5	16	12	15	21	115	26	7	7	7	6	10	6	10	9	8	9	7	11	5	13	18	8	11	9	9	18	39	10	14	26	16	21	14	69	43	7	14	14	11	12	12	11	10	12	107	9	9	10	12	38	10	5	7	13	6	14	7	14	19	11	13	6	15	13	82	17	8	9	8	8	7	5	6	9	14	7	12	11	11	11	24	5	5	0	11	5	7	6	14	14	10	8	5	7	6	9	7	7	9	7	8	10	9	11	6	21	5	9	10	8	7	13	5	5	9	53	6	6	34	7	57	7	20	9	47	8	15	7	8	7	12	8	10	9	9	8	7	7	7	8	7	10	9	10	15	7	10	10	9	8	13	6	7	9	10	5	5	9	8	8	9	9	13	9	13	10	7	7	12	7	5	15	9	9	7	11	8	11	8	7	9	7	6
13F02	22	26	11	11	14	6	11	15	18	24	118	27	10	4	8	9	5	9	7	10	5	8	8	6	8	8	13	5	4	8	4	7	36	13	3	15	5	10	7	72	44	6	5	7	4	7	5	4	5	11	116	4	6	7	9	47	5	8	10	4	7	3	6	3	8	6	6	7	6	8	83	18	5	4	7	9	6	6	9	8	7	8	9	2	4	6	13	8	8	11	0	8	4	5	11	13	9	5	6	6	5	4	4	6	4	4	5	3	6	12	7	24	8	6	7	5	6	6	6	6	6	62	5	7	45	8	68	10	13	4	56	5	12	4	11	8	7	5	5	8	14	5	4	6	8	5	6	9	6	11	8	6	7	11	6	7	10	5	6	6	7	6	6	4	5	5	2	4	8	6	6	5	10	10	13	10	8	14	10	10	8	6	5	6	5	8	6	6	11
13F04	20	20	5	5	8	2	13	9	12	18	116	23	2	4	4	3	7	3	7	6	5	6	4	8	2	10	15	5	8	6	6	15	38	5	11	23	13	18	11	70	44	4	11	11	8	9	9	8	7	9	110	6	6	7	9	41	7	2	4	10	3	11	4	11	16	8	10	3	12	10	85	16	5	6	5	5	4	2	3	6	11	4	9	8	6	6	21	2	2	5	8	0	4	3	9	11	7	5	2	4	3	4	4	4	6	4	7	7	6	8	3	20	2	6	7	5	4	10	2	2	6	56	3	3	39	4	62	4	17	6	50	5	12	4	5	4	9	5	7	6	8	5	4	4	4	5	4	7	6	7	12	4	7	7	6	5	10	3	4	6	7	2	2	6	5	5	6	6	10	6	10	7	4	4	9	4	2	12	6	6	4	8	5	8	5	4	6	4	5
13F08	20	22	7	7	10	2	11	11	14	20	118	23	6	2	6	5	5	5	7	6	5	6	4	6	4	8	13	5	4	4	4	11	38	9	7	19	9	14	11	68	42	2	7	7	4	7	5	4	5	9	112	4	4	5	7	43	5	4	6	8	3	7	2	7	12	6	8	3	8	8	83	14	3	2	5	5	2	2	5	4	7	4	7	4	6	6	17	4	4	7	4	4	0	1	7	9	5	1	2	4	1	2	4	2	4	4	5	3	2	8	3	20	4	2	3	1	2	6	2	2	6	58	3	3	41	6	64	6	13	4	52	3	8	2	7	6	5	3	5	4	10	1	0	2	4	1	2	5	2	7	8	2	3	7	4	5	8	3	4	4	3	2	2	4	5	5	2	4	8	6	6	5	6	6	9	6	4	10	6	6	4	6	5	6	5	4	4	2	7
13F11	21	21	6	6	11	3	12	10	13	19	117	22	5	3	5	4	4	4	8	5	4	5	3	7	3	9	14	4	5	5	5	12	37	8	8	20	10	15	10	69	43	3	8	8	5	6	6	5	6	8	113	5	3	6	8	42	4	3	5	9	2	8	3	8	13	7	9	2	9	9	84	15	2	3	4	4	3	1	4	3	8	3	8	5	7	5	18	3	3	6	5	3	1	0	8	10	6	2	3	3	2	3	5	3	5	3	6	4	3	7	2	19	3	3	4	2	3	7	3	3	5	57	4	4	40	5	63	5	14	5	51	4	9	3	6	5	6	4	6	3	9	2	1	3	3	2	3	6	3	6	9	3	4	6	5	4	9	2	5	5	4	1	3	5	6	4	3	5	9	5	7	6	5	5	10	5	3	11	7	7	5	7	4	7	4	5	5	3	6
13G02	25	27	14	12	15	9	18	18	21	27	119	30	11	9	13	12	12	12	14	11	12	11	9	13	11	15	18	12	11	9	11	14	43	14	12	22	12	15	16	69	45	7	12	12	9	10	10	9	12	12	115	11	9	10	10	48	10	11	11	13	10	12	9	12	13	9	9	8	11	15	86	15	8	7	10	8	7	9	12	7	10	9	10	11	11	11	14	9	11	14	11	9	7	8	0	12	10	6	9	9	8	7	11	9	9	11	10	8	7	11	10	21	11	7	6	6	7	11	9	9	11	65	10	10	48	11	71	11	12	9	57	10	11	9	14	11	8	8	10	9	17	6	7	7	7	8	7	10	5	12	9	7	6	12	7	8	13	10	9	7	6	9	9	9	10	10	9	9	13	11	11	12	11	13	14	13	11	13	11	11	9	11	10	11	10	9	11	9	14
13G04	23	29	12	14	17	9	18	18	21	27	125	30	13	9	13	12	14	12	12	13	12	13	9	13	11	17	22	12	13	9	11	18	45	16	16	28	14	19	18	71	49	11	14	14	13	14	12	13	12	16	119	11	13	12	14	50	14	11	13	15	12	16	9	14	11	11	13	10	17	15	90	13	12	11	12	12	7	9	12	11	14	11	12	13	15	15	18	11	11	14	13	11	9	10	12	0	12	8	9	9	8	11	11	11	11	11	10	12	11	9	12	23	11	11	8	10	9	11	9	9	15	65	10	10	48	13	71	13	14	13	59	10	11	11	14	11	14	12	10	13	17	8	9	9	9	8	7	10	9	10	11	7	10	14	9	10	13	12	9	7	10	9	9	9	10	12	11	9	11	13	13	14	11	13	10	13	9	11	13	13	9	11	12	11	12	7	11	9	14
13G07	21	25	10	10	13	5	16	14	17	23	123	28	9	7	7	8	10	8	10	11	10	11	9	11	7	11	16	10	9	9	9	16	43	12	12	24	14	17	16	69	47	5	12	12	9	10	8	9	10	14	115	9	9	10	10	46	8	7	9	13	6	12	7	10	15	9	13	8	11	13	88	15	6	7	8	8	7	7	8	9	12	9	12	9	9	9	20	7	7	10	9	7	5	6	10	12	0	6	5	9	6	7	7	5	9	9	10	8	7	11	6	23	7	5	6	4	5	11	5	5	7	61	6	6	44	9	67	9	12	5	53	6	9	5	10	7	8	6	8	7	13	6	5	5	7	6	7	10	7	12	7	7	8	12	7	8	13	6	7	9	6	7	5	9	8	8	7	9	13	9	11	8	7	9	10	9	7	11	7	9	7	7	8	7	8	5	5	3	10
13G08	21	23	8	8	11	3	12	12	15	21	119	24	7	3	7	6	6	6	8	7	6	7	3	7	5	9	14	6	5	5	5	10	39	10	8	20	8	13	12	69	43	3	8	8	5	8	6	5	6	10	113	5	5	6	8	44	6	5	7	9	4	8	3	8	11	7	7	4	9	9	84	15	4	3	6	6	1	3	6	3	8	5	8	5	7	7	16	5	5	8	5	5	1	2	6	8	6	0	3	3	2	3	5	3	5	5	4	4	3	7	4	19	5	3	2	2	3	5	3	3	7	59	4	4	42	7	65	7	12	5	53	4	7	3	8	7	6	4	4	5	11	0	1	3	3	2	3	4	1	6	7	1	2	8	3	4	7	4	3	3	2	3	3	3	4	4	3	3	7	5	5	6	7	7	10	7	5	9	7	7	5	5	4	7	4	3	5	3	8
13G10	18	20	5	5	8	0	11	9	12	18	118	23	4	2	4	3	7	3	5	6	5	6	4	6	2	8	13	5	6	4	4	13	38	7	9	21	11	16	11	70	44	2	9	9	6	9	7	6	5	9	110	4	6	5	7	41	7	2	4	8	3	9	2	9	14	6	8	3	10	8	83	14	5	4	5	5	2	2	3	6	9	4	7	6	6	8	19	2	2	5	6	2	2	3	9	9	5	3	0	4	1	4	2	2	4	4	5	5	4	8	3	20	2	4	5	3	2	8	0	0	6	56	1	1	39	4	62	4	15	4	50	3	10	2	5	4	7	3	5	6	8	3	2	2	4	3	2	5	4	7	10	2	5	7	4	5	8	3	2	4	5	2	0	4	3	5	4	4	8	6	8	5	4	4	7	4	2	10	4	4	2	6	5	6	5	2	4	2	5
13G12	22	22	7	7	12	4	13	11	14	20	118	23	6	4	4	5	5	5	7	6	3	6	2	6	4	10	15	3	6	6	6	11	36	9	9	21	9	14	9	72	46	6	11	11	8	9	9	8	7	9	114	6	6	7	9	43	7	4	6	8	5	9	4	9	12	8	8	3	10	8	85	16	5	6	5	5	2	2	5	4	11	4	9	8	10	8	17	4	4	7	6	4	4	3	9	9	9	3	4	0	3	6	6	6	6	4	5	7	6	6	5	18	4	6	5	5	4	6	4	4	6	58	3	5	41	4	64	6	13	6	52	5	10	4	7	4	7	5	5	6	10	3	4	6	2	5	4	5	4	5	10	2	5	7	2	1	6	3	2	2	5	2	4	2	3	3	4	2	6	4	6	7	6	6	11	6	4	12	8	8	6	6	3	8	3	4	8	6	7
13H02	19	21	6	6	9	1	10	10	13	19	117	22	5	1	5	4	6	4	6	5	4	5	3	5	3	9	14	4	5	3	3	12	37	8	8	20	10	15	10	69	43	3	8	8	5	8	6	5	4	8	111	3	5	4	6	42	6	3	5	7	4	8	1	8	13	5	7	2	9	7	82	13	4	3	4	4	1	1	4	5	8	3	6	5	7	7	18	3	3	6	5	3	1	2	8	8	6	2	1	3	0	3	3	3	3	3	4	4	3	7	4	19	3	3	4	2	1	7	1	1	7	57	2	2	40	5	63	5	14	5	51	4	9	3	6	5	6	4	4	5	9	2	1	3	3	2	1	4	3	6	9	1	4	6	3	4	7	4	3	3	4	1	1	3	4	6	3	3	7	7	7	6	5	5	8	5	3	11	5	5	3	7	6	7	6	3	5	3	6
13H04	22	24	9	9	10	4	11	13	16	22	116	25	6	2	8	7	7	7	9	8	7	8	6	8	6	10	15	7	6	6	4	11	38	9	7	19	9	14	11	68	42	4	7	7	4	7	5	4	5	9	112	4	6	7	9	45	5	6	8	8	5	7	4	7	12	6	8	5	10	10	83	16	5	4	7	7	4	4	7	6	7	6	9	4	4	4	17	6	6	9	4	4	2	3	7	11	7	3	4	6	3	0	4	4	4	4	5	3	4	10	5	22	6	4	5	3	4	8	4	4	8	60	5	5	43	8	66	8	15	6	54	5	10	4	9	8	7	5	5	6	12	3	2	4	6	3	4	7	4	9	8	4	5	9	6	7	10	5	6	6	5	4	4	6	7	7	4	6	10	8	8	7	8	8	11	8	6	12	8	8	6	8	7	8	7	6	6	4	9
